POS	iHS	pop	bigpop	gene	x
4049439	0.687666	MSL	AFR	ADCY9	4049439
4050383	0.488415	MSL	AFR	ADCY9	4050383
4051065	0.189098	MSL	AFR	ADCY9	4051065
4051261	-0.258972	MSL	AFR	ADCY9	4051261
4051513	-0.390201	MSL	AFR	ADCY9	4051513
4051832	0.132564	MSL	AFR	ADCY9	4051832
4052320	-0.910115	MSL	AFR	ADCY9	4052320
4052345	0.197189	MSL	AFR	ADCY9	4052345
4052388	0.116986	MSL	AFR	ADCY9	4052388
4052486	0.351898	MSL	AFR	ADCY9	4052486
4052717	0.557397	MSL	AFR	ADCY9	4052717
4053329	0.196169	MSL	AFR	ADCY9	4053329
4053570	0.495836	MSL	AFR	ADCY9	4053570
4055224	-0.728479	MSL	AFR	ADCY9	4055224
4055431	0.320355	MSL	AFR	ADCY9	4055431
4056820	-0.312756	MSL	AFR	ADCY9	4056820
4056927	0.253584	MSL	AFR	ADCY9	4056927
4057144	0.454747	MSL	AFR	ADCY9	4057144
4057603	-0.789131	MSL	AFR	ADCY9	4057603
4057637	-0.0839293	MSL	AFR	ADCY9	4057637
4057703	-0.134635	MSL	AFR	ADCY9	4057703
4057744	-0.134848	MSL	AFR	ADCY9	4057744
4057767	0.136742	MSL	AFR	ADCY9	4057767
4057778	-0.123833	MSL	AFR	ADCY9	4057778
4057875	-0.899557	MSL	AFR	ADCY9	4057875
4057895	0.366493	MSL	AFR	ADCY9	4057895
4057918	0.438316	MSL	AFR	ADCY9	4057918
4057983	0.227287	MSL	AFR	ADCY9	4057983
4058769	0.669556	MSL	AFR	ADCY9	4058769
4059401	0.202217	MSL	AFR	ADCY9	4059401
4059439	0.425298	MSL	AFR	ADCY9	4059439
4060301	0.718805	MSL	AFR	ADCY9	4060301
4060661	-0.00306988	MSL	AFR	ADCY9	4060661
4060760	-0.879841	MSL	AFR	ADCY9	4060760
4060980	-0.00736213	MSL	AFR	ADCY9	4060980
4061103	-0.103124	MSL	AFR	ADCY9	4061103
4061616	0.567276	MSL	AFR	ADCY9	4061616
4061811	0.251828	MSL	AFR	ADCY9	4061811
4061908	-0.81711	MSL	AFR	ADCY9	4061908
4061912	-0.81711	MSL	AFR	ADCY9	4061912
4062436	0.776764	MSL	AFR	ADCY9	4062436
4062592	0.776764	MSL	AFR	ADCY9	4062592
4063551	0.059801	MSL	AFR	ADCY9	4063551
4064326	-0.00911486	MSL	AFR	ADCY9	4064326
4064798	0.00842613	MSL	AFR	ADCY9	4064798
4064996	-0.0430442	MSL	AFR	ADCY9	4064996
4065065	-0.99674	MSL	AFR	ADCY9	4065065
4065412	-0.268321	MSL	AFR	ADCY9	4065412
4065583	0.243366	MSL	AFR	ADCY9	4065583
4065677	0.208182	MSL	AFR	ADCY9	4065677
4065736	-0.437923	MSL	AFR	ADCY9	4065736
4065743	-0.377026	MSL	AFR	ADCY9	4065743
4065946	-0.312164	MSL	AFR	ADCY9	4065946
4065992	0.546196	MSL	AFR	ADCY9	4065992
4066061	1.28214	MSL	AFR	ADCY9	4066061
4066191	0.195605	MSL	AFR	ADCY9	4066191
4066423	0.252926	MSL	AFR	ADCY9	4066423
4066435	0.247076	MSL	AFR	ADCY9	4066435
4066924	-0.236878	MSL	AFR	ADCY9	4066924
4066984	-0.30138	MSL	AFR	ADCY9	4066984
4068039	0.349157	MSL	AFR	ADCY9	4068039
4068147	0.349157	MSL	AFR	ADCY9	4068147
4068159	0.459669	MSL	AFR	ADCY9	4068159
4068237	0.196133	MSL	AFR	ADCY9	4068237
4068344	0.355769	MSL	AFR	ADCY9	4068344
4068374	0.244764	MSL	AFR	ADCY9	4068374
4068563	0.237978	MSL	AFR	ADCY9	4068563
4068798	-0.283661	MSL	AFR	ADCY9	4068798
4068814	0.351016	MSL	AFR	ADCY9	4068814
4068920	-0.16196	MSL	AFR	ADCY9	4068920
4069987	0.224509	MSL	AFR	ADCY9	4069987
4070080	0.264714	MSL	AFR	ADCY9	4070080
4070085	0.820329	MSL	AFR	ADCY9	4070085
4070433	0.774084	MSL	AFR	ADCY9	4070433
4070475	0.57665	MSL	AFR	ADCY9	4070475
4070586	0.57665	MSL	AFR	ADCY9	4070586
4071461	0.0370518	MSL	AFR	ADCY9	4071461
4071550	0.629973	MSL	AFR	ADCY9	4071550
4071929	0.301613	MSL	AFR	ADCY9	4071929
4072538	-0.110447	MSL	AFR	ADCY9	4072538
4072616	-0.110447	MSL	AFR	ADCY9	4072616
4072681	0.765651	MSL	AFR	ADCY9	4072681
4072774	-0.118528	MSL	AFR	ADCY9	4072774
4073152	-0.484347	MSL	AFR	ADCY9	4073152
4073670	0.664762	MSL	AFR	ADCY9	4073670
4074258	0.201917	MSL	AFR	ADCY9	4074258
4074304	0.596946	MSL	AFR	ADCY9	4074304
4074908	0.692948	MSL	AFR	ADCY9	4074908
4075152	-0.00330435	MSL	AFR	ADCY9	4075152
4075346	0.477739	MSL	AFR	ADCY9	4075346
4075656	0.15573	MSL	AFR	ADCY9	4075656
4075912	0.973229	MSL	AFR	ADCY9	4075912
4076047	0.973229	MSL	AFR	ADCY9	4076047
4076094	1.04777	MSL	AFR	ADCY9	4076094
4076136	-0.150154	MSL	AFR	ADCY9	4076136
4076470	0.343046	MSL	AFR	ADCY9	4076470
4076676	1.61233	MSL	AFR	ADCY9	4076676
4076752	0.797497	MSL	AFR	ADCY9	4076752
4076830	1.98018	MSL	AFR	ADCY9	4076830
4077138	0.793963	MSL	AFR	ADCY9	4077138
4077178	1.94623	MSL	AFR	ADCY9	4077178
4077442	1.84794	MSL	AFR	ADCY9	4077442
4077461	-1.58327	MSL	AFR	ADCY9	4077461
4077818	2.37856	MSL	AFR	ADCY9	4077818
4077951	2.34144	MSL	AFR	ADCY9	4077951
4078200	2.38768	MSL	AFR	ADCY9	4078200
4078247	2.53176	MSL	AFR	ADCY9	4078247
4078478	2.45	MSL	AFR	ADCY9	4078478
4078513	2.22967	MSL	AFR	ADCY9	4078513
4078516	2.40397	MSL	AFR	ADCY9	4078516
4078744	2.40757	MSL	AFR	ADCY9	4078744
4079531	-1.56122	MSL	AFR	ADCY9	4079531
4079618	-1.46734	MSL	AFR	ADCY9	4079618
4080013	-1.62946	MSL	AFR	ADCY9	4080013
4080385	1.01915	MSL	AFR	ADCY9	4080385
4080757	1.28019	MSL	AFR	ADCY9	4080757
4081033	1.27924	MSL	AFR	ADCY9	4081033
4081138	-0.559768	MSL	AFR	ADCY9	4081138
4081417	0.745063	MSL	AFR	ADCY9	4081417
4082254	0.951242	MSL	AFR	ADCY9	4082254
4082659	0.448834	MSL	AFR	ADCY9	4082659
4082699	-0.31909	MSL	AFR	ADCY9	4082699
4083105	-1.19483	MSL	AFR	ADCY9	4083105
4083361	-1.32829	MSL	AFR	ADCY9	4083361
4083811	0.259877	MSL	AFR	ADCY9	4083811
4084210	0.631392	MSL	AFR	ADCY9	4084210
4084253	1.48803	MSL	AFR	ADCY9	4084253
4084496	0.543781	MSL	AFR	ADCY9	4084496
4085545	-1.05256	MSL	AFR	ADCY9	4085545
4086533	0.511888	MSL	AFR	ADCY9	4086533
4086861	-0.539827	MSL	AFR	ADCY9	4086861
4086874	0.110964	MSL	AFR	ADCY9	4086874
4087211	-1.39442	MSL	AFR	ADCY9	4087211
4087512	-0.210625	MSL	AFR	ADCY9	4087512
4087976	-0.331239	MSL	AFR	ADCY9	4087976
4088191	-2.01256	MSL	AFR	ADCY9	4088191
4088559	0.431528	MSL	AFR	ADCY9	4088559
4088776	0.0208541	MSL	AFR	ADCY9	4088776
4089074	-0.201862	MSL	AFR	ADCY9	4089074
4089231	0.594759	MSL	AFR	ADCY9	4089231
4089641	-1.01592	MSL	AFR	ADCY9	4089641
4089793	0.199422	MSL	AFR	ADCY9	4089793
4090819	-0.575546	MSL	AFR	ADCY9	4090819
4091131	-0.766266	MSL	AFR	ADCY9	4091131
4091807	-0.759847	MSL	AFR	ADCY9	4091807
4091830	0.312586	MSL	AFR	ADCY9	4091830
4091831	0.312586	MSL	AFR	ADCY9	4091831
4091897	-1.63325	MSL	AFR	ADCY9	4091897
4091955	0.954958	MSL	AFR	ADCY9	4091955
4092053	-0.412352	MSL	AFR	ADCY9	4092053
4092081	-0.412352	MSL	AFR	ADCY9	4092081
4092082	0.960247	MSL	AFR	ADCY9	4092082
4092145	-1.67157	MSL	AFR	ADCY9	4092145
4092146	-1.09409	MSL	AFR	ADCY9	4092146
4092171	0.958418	MSL	AFR	ADCY9	4092171
4092480	-0.654478	MSL	AFR	ADCY9	4092480
4093048	1.92222	MSL	AFR	ADCY9	4093048
4093105	-0.637493	MSL	AFR	ADCY9	4093105
4093226	0.832974	MSL	AFR	ADCY9	4093226
4093275	-0.946662	MSL	AFR	ADCY9	4093275
4093287	-0.42307	MSL	AFR	ADCY9	4093287
4093390	-0.301798	MSL	AFR	ADCY9	4093390
4093511	-0.289678	MSL	AFR	ADCY9	4093511
4093567	0.846933	MSL	AFR	ADCY9	4093567
4093615	0.846933	MSL	AFR	ADCY9	4093615
4093648	-0.710509	MSL	AFR	ADCY9	4093648
4093664	-0.17371	MSL	AFR	ADCY9	4093664
4093769	0.739814	MSL	AFR	ADCY9	4093769
4094157	0.740493	MSL	AFR	ADCY9	4094157
4094328	-1.00342	MSL	AFR	ADCY9	4094328
4094479	-0.317501	MSL	AFR	ADCY9	4094479
4094794	-1.18224	MSL	AFR	ADCY9	4094794
4094803	-0.0658859	MSL	AFR	ADCY9	4094803
4094844	0.50743	MSL	AFR	ADCY9	4094844
4094953	0.773236	MSL	AFR	ADCY9	4094953
4095126	-0.509892	MSL	AFR	ADCY9	4095126
4095234	-0.0298783	MSL	AFR	ADCY9	4095234
4095679	-0.687379	MSL	AFR	ADCY9	4095679
4095762	-0.498324	MSL	AFR	ADCY9	4095762
4095809	0.757646	MSL	AFR	ADCY9	4095809
4095988	-0.0243469	MSL	AFR	ADCY9	4095988
4096325	-0.0394003	MSL	AFR	ADCY9	4096325
4096344	-0.592006	MSL	AFR	ADCY9	4096344
4096368	0.762688	MSL	AFR	ADCY9	4096368
4096485	-0.0454433	MSL	AFR	ADCY9	4096485
4096511	-0.404057	MSL	AFR	ADCY9	4096511
4096541	0.0827046	MSL	AFR	ADCY9	4096541
4096542	0.0827046	MSL	AFR	ADCY9	4096542
4096586	-0.00889121	MSL	AFR	ADCY9	4096586
4096952	0.732111	MSL	AFR	ADCY9	4096952
4097071	-0.65283	MSL	AFR	ADCY9	4097071
4097222	-0.83714	MSL	AFR	ADCY9	4097222
4097377	-0.307773	MSL	AFR	ADCY9	4097377
4097579	0.126828	MSL	AFR	ADCY9	4097579
4097824	-0.63302	MSL	AFR	ADCY9	4097824
4098305	0.253177	MSL	AFR	ADCY9	4098305
4098582	-0.316466	MSL	AFR	ADCY9	4098582
4098661	0.280048	MSL	AFR	ADCY9	4098661
4098784	-0.164062	MSL	AFR	ADCY9	4098784
4098985	0.423848	MSL	AFR	ADCY9	4098985
4099001	-0.079333	MSL	AFR	ADCY9	4099001
4099981	-0.0072304	MSL	AFR	ADCY9	4099981
4100268	-0.634601	MSL	AFR	ADCY9	4100268
4100353	0.45847	MSL	AFR	ADCY9	4100353
4100354	0.096552	MSL	AFR	ADCY9	4100354
4100583	0.319615	MSL	AFR	ADCY9	4100583
4100900	0.477233	MSL	AFR	ADCY9	4100900
4101083	-0.220277	MSL	AFR	ADCY9	4101083
4101175	0.13606	MSL	AFR	ADCY9	4101175
4101243	0.471395	MSL	AFR	ADCY9	4101243
4101300	0.471395	MSL	AFR	ADCY9	4101300
4101386	-0.249796	MSL	AFR	ADCY9	4101386
4101660	0.0871026	MSL	AFR	ADCY9	4101660
4102069	-0.0494095	MSL	AFR	ADCY9	4102069
4102367	0.507104	MSL	AFR	ADCY9	4102367
4102864	0.500677	MSL	AFR	ADCY9	4102864
4103520	0.779152	MSL	AFR	ADCY9	4103520
4103871	-0.105389	MSL	AFR	ADCY9	4103871
4104299	-0.215196	MSL	AFR	ADCY9	4104299
4104472	0.629993	MSL	AFR	ADCY9	4104472
4104512	0.0965695	MSL	AFR	ADCY9	4104512
4104586	0.674116	MSL	AFR	ADCY9	4104586
4105641	0.269757	MSL	AFR	ADCY9	4105641
4106788	0.955947	MSL	AFR	ADCY9	4106788
4106789	1.74076	MSL	AFR	ADCY9	4106789
4107142	1.07403	MSL	AFR	ADCY9	4107142
4107245	0.822902	MSL	AFR	ADCY9	4107245
4107990	0.733569	MSL	AFR	ADCY9	4107990
4108115	0.842099	MSL	AFR	ADCY9	4108115
4108708	0.129438	MSL	AFR	ADCY9	4108708
4108907	-0.533259	MSL	AFR	ADCY9	4108907
4109409	-0.635604	MSL	AFR	ADCY9	4109409
4109534	-0.21026	MSL	AFR	ADCY9	4109534
4109594	0.822599	MSL	AFR	ADCY9	4109594
4109664	0.822599	MSL	AFR	ADCY9	4109664
4109825	-0.168388	MSL	AFR	ADCY9	4109825
4110036	-0.162925	MSL	AFR	ADCY9	4110036
4110127	-0.862518	MSL	AFR	ADCY9	4110127
4110193	0.188412	MSL	AFR	ADCY9	4110193
4111525	0.0231315	MSL	AFR	ADCY9	4111525
4113236	-0.0117002	MSL	AFR	ADCY9	4113236
4113973	-0.0482779	MSL	AFR	ADCY9	4113973
4114709	0.375724	MSL	AFR	ADCY9	4114709
4115028	-0.0813763	MSL	AFR	ADCY9	4115028
4115493	0.16461	MSL	AFR	ADCY9	4115493
4116588	-0.0627216	MSL	AFR	ADCY9	4116588
4117429	-0.507193	MSL	AFR	ADCY9	4117429
4117930	-0.522782	MSL	AFR	ADCY9	4117930
4118391	0.189073	MSL	AFR	ADCY9	4118391
4118462	0.190935	MSL	AFR	ADCY9	4118462
4118690	-0.44012	MSL	AFR	ADCY9	4118690
4118878	0.139275	MSL	AFR	ADCY9	4118878
4120076	0.61053	MSL	AFR	ADCY9	4120076
4120121	-0.107988	MSL	AFR	ADCY9	4120121
4120857	0.367763	MSL	AFR	ADCY9	4120857
4121921	0.933292	MSL	AFR	ADCY9	4121921
4122223	1.1302	MSL	AFR	ADCY9	4122223
4122923	-0.546854	MSL	AFR	ADCY9	4122923
4123323	1.40581	MSL	AFR	ADCY9	4123323
4123420	1.40581	MSL	AFR	ADCY9	4123420
4123633	1.41451	MSL	AFR	ADCY9	4123633
4124107	1.4375	MSL	AFR	ADCY9	4124107
4124280	-0.829674	MSL	AFR	ADCY9	4124280
4124300	1.53616	MSL	AFR	ADCY9	4124300
4124590	-0.573653	MSL	AFR	ADCY9	4124590
4124897	-0.911865	MSL	AFR	ADCY9	4124897
4125824	-0.753478	MSL	AFR	ADCY9	4125824
4126201	1.105	MSL	AFR	ADCY9	4126201
4126202	-0.773507	MSL	AFR	ADCY9	4126202
4126531	-0.729367	MSL	AFR	ADCY9	4126531
4126976	1.44496	MSL	AFR	ADCY9	4126976
4127276	1.43284	MSL	AFR	ADCY9	4127276
4128516	1.43602	MSL	AFR	ADCY9	4128516
4128563	1.59783	MSL	AFR	ADCY9	4128563
4128581	1.32352	MSL	AFR	ADCY9	4128581
4128631	1.32352	MSL	AFR	ADCY9	4128631
4128641	0.782515	MSL	AFR	ADCY9	4128641
4128843	-0.685654	MSL	AFR	ADCY9	4128843
4129915	1.36005	MSL	AFR	ADCY9	4129915
4130193	-1.04003	MSL	AFR	ADCY9	4130193
4130204	1.00986	MSL	AFR	ADCY9	4130204
4130444	-1.07144	MSL	AFR	ADCY9	4130444
4131838	0.976177	MSL	AFR	ADCY9	4131838
4131883	-1.28068	MSL	AFR	ADCY9	4131883
4131898	-0.629894	MSL	AFR	ADCY9	4131898
4132125	-1.02002	MSL	AFR	ADCY9	4132125
4132309	-1.09998	MSL	AFR	ADCY9	4132309
4132777	-0.0465864	MSL	AFR	ADCY9	4132777
4133013	0.66532	MSL	AFR	ADCY9	4133013
4133033	0.0912203	MSL	AFR	ADCY9	4133033
4133076	0.711685	MSL	AFR	ADCY9	4133076
4133618	-0.79372	MSL	AFR	ADCY9	4133618
4134162	0.352374	MSL	AFR	ADCY9	4134162
4134246	0.324956	MSL	AFR	ADCY9	4134246
4134659	-0.771565	MSL	AFR	ADCY9	4134659
4135260	-0.577303	MSL	AFR	ADCY9	4135260
4135294	0.17413	MSL	AFR	ADCY9	4135294
4135295	2.48867	MSL	AFR	ADCY9	4135295
4135350	-0.496856	MSL	AFR	ADCY9	4135350
4135418	-0.297269	MSL	AFR	ADCY9	4135418
4135562	0.171237	MSL	AFR	ADCY9	4135562
4135708	-1.21718	MSL	AFR	ADCY9	4135708
4135758	-1.60746	MSL	AFR	ADCY9	4135758
4135898	-1.35521	MSL	AFR	ADCY9	4135898
4136078	-1.24683	MSL	AFR	ADCY9	4136078
4136157	-1.34424	MSL	AFR	ADCY9	4136157
4136172	-1.32362	MSL	AFR	ADCY9	4136172
4136418	-1.22344	MSL	AFR	ADCY9	4136418
4136727	-1.08266	MSL	AFR	ADCY9	4136727
4136821	-1.88261	MSL	AFR	ADCY9	4136821
4136871	0.13422	MSL	AFR	ADCY9	4136871
4137019	-1.35227	MSL	AFR	ADCY9	4137019
4137179	-1.54531	MSL	AFR	ADCY9	4137179
4137262	0.0722957	MSL	AFR	ADCY9	4137262
4137329	-1.43929	MSL	AFR	ADCY9	4137329
4137856	-0.392153	MSL	AFR	ADCY9	4137856
4138473	0.935828	MSL	AFR	ADCY9	4138473
4138477	-0.700619	MSL	AFR	ADCY9	4138477
4139064	-0.923471	MSL	AFR	ADCY9	4139064
4139156	-1.18786	MSL	AFR	ADCY9	4139156
4139364	-0.864232	MSL	AFR	ADCY9	4139364
4139419	0.19947	MSL	AFR	ADCY9	4139419
4140188	-1.49716	MSL	AFR	ADCY9	4140188
4140298	-0.704873	MSL	AFR	ADCY9	4140298
4140459	-0.771905	MSL	AFR	ADCY9	4140459
4141127	0.093251	MSL	AFR	ADCY9	4141127
4141231	-1.27688	MSL	AFR	ADCY9	4141231
4141277	0.0978576	MSL	AFR	ADCY9	4141277
4141512	1.15367	MSL	AFR	ADCY9	4141512
4141728	-1.06132	MSL	AFR	ADCY9	4141728
4141788	-1.20065	MSL	AFR	ADCY9	4141788
4143181	-1.14399	MSL	AFR	ADCY9	4143181
4145141	-0.376487	MSL	AFR	ADCY9	4145141
4145164	0.442217	MSL	AFR	ADCY9	4145164
4145949	-0.399929	MSL	AFR	ADCY9	4145949
4146695	1.05595	MSL	AFR	ADCY9	4146695
4147180	-0.522933	MSL	AFR	ADCY9	4147180
4148204	-0.73282	MSL	AFR	ADCY9	4148204
4148407	-0.396329	MSL	AFR	ADCY9	4148407
4148434	-0.745218	MSL	AFR	ADCY9	4148434
4148478	-0.336094	MSL	AFR	ADCY9	4148478
4148617	-1.10738	MSL	AFR	ADCY9	4148617
4148689	-0.706737	MSL	AFR	ADCY9	4148689
4148935	-0.919708	MSL	AFR	ADCY9	4148935
4149095	-0.582806	MSL	AFR	ADCY9	4149095
4149131	-2.10633	MSL	AFR	ADCY9	4149131
4149175	-0.684398	MSL	AFR	ADCY9	4149175
4149229	-0.644479	MSL	AFR	ADCY9	4149229
4149541	-0.644767	MSL	AFR	ADCY9	4149541
4150427	-0.239348	MSL	AFR	ADCY9	4150427
4150448	-0.412871	MSL	AFR	ADCY9	4150448
4150479	-0.670061	MSL	AFR	ADCY9	4150479
4150609	-0.752362	MSL	AFR	ADCY9	4150609
4151587	-0.686466	MSL	AFR	ADCY9	4151587
4151597	-0.222338	MSL	AFR	ADCY9	4151597
4151999	-1.58536	MSL	AFR	ADCY9	4151999
4152190	1.2642	MSL	AFR	ADCY9	4152190
4152718	-0.251999	MSL	AFR	ADCY9	4152718
4153153	-1.54387	MSL	AFR	ADCY9	4153153
4153161	-0.655788	MSL	AFR	ADCY9	4153161
4153178	-0.7438	MSL	AFR	ADCY9	4153178
4153200	-0.730833	MSL	AFR	ADCY9	4153200
4153389	-1.50027	MSL	AFR	ADCY9	4153389
4153524	0.00268994	MSL	AFR	ADCY9	4153524
4154338	0.0177459	MSL	AFR	ADCY9	4154338
4154536	0.81828	MSL	AFR	ADCY9	4154536
4154551	1.01295	MSL	AFR	ADCY9	4154551
4154851	0.54087	MSL	AFR	ADCY9	4154851
4155082	0.368753	MSL	AFR	ADCY9	4155082
4155419	0.86093	MSL	AFR	ADCY9	4155419
4155538	-0.190823	MSL	AFR	ADCY9	4155538
4155599	0.687925	MSL	AFR	ADCY9	4155599
4155608	-0.144325	MSL	AFR	ADCY9	4155608
4155763	-0.0832519	MSL	AFR	ADCY9	4155763
4155781	-0.25756	MSL	AFR	ADCY9	4155781
4156423	0.951936	MSL	AFR	ADCY9	4156423
4156535	-0.105943	MSL	AFR	ADCY9	4156535
4156857	-0.914446	MSL	AFR	ADCY9	4156857
4157696	0.0624544	MSL	AFR	ADCY9	4157696
4157869	-0.287382	MSL	AFR	ADCY9	4157869
4158352	-0.094492	MSL	AFR	ADCY9	4158352
4158668	-0.231844	MSL	AFR	ADCY9	4158668
4160370	0.426515	MSL	AFR	ADCY9	4160370
4160538	-0.383126	MSL	AFR	ADCY9	4160538
4161793	1.13896	MSL	AFR	ADCY9	4161793
4162760	0.260478	MSL	AFR	ADCY9	4162760
4165817	-0.823816	MSL	AFR	ADCY9	4165817
4012825	2.0973	ESN	AFR	ADCY9	4012825
4013144	0.435473	ESN	AFR	ADCY9	4013144
4013467	0.689878	ESN	AFR	ADCY9	4013467
4013556	0.516241	ESN	AFR	ADCY9	4013556
4014141	-0.369612	ESN	AFR	ADCY9	4014141
4014245	-0.0557	ESN	AFR	ADCY9	4014245
4014770	-0.936555	ESN	AFR	ADCY9	4014770
4014922	0.559655	ESN	AFR	ADCY9	4014922
4014964	0.334655	ESN	AFR	ADCY9	4014964
4014982	1.45588	ESN	AFR	ADCY9	4014982
4015313	-0.623878	ESN	AFR	ADCY9	4015313
4015316	1.18946	ESN	AFR	ADCY9	4015316
4015729	0.0915674	ESN	AFR	ADCY9	4015729
4016676	0.0304992	ESN	AFR	ADCY9	4016676
4016943	1.46109	ESN	AFR	ADCY9	4016943
4017270	-1.13457	ESN	AFR	ADCY9	4017270
4017278	-0.747201	ESN	AFR	ADCY9	4017278
4017534	-0.664916	ESN	AFR	ADCY9	4017534
4017685	1.32826	ESN	AFR	ADCY9	4017685
4018031	0.309608	ESN	AFR	ADCY9	4018031
4018425	-0.806675	ESN	AFR	ADCY9	4018425
4019114	0.052067	ESN	AFR	ADCY9	4019114
4019123	0.763734	ESN	AFR	ADCY9	4019123
4019350	0.36893	ESN	AFR	ADCY9	4019350
4019530	-0.545727	ESN	AFR	ADCY9	4019530
4020391	-1.41516	ESN	AFR	ADCY9	4020391
4020732	-0.489714	ESN	AFR	ADCY9	4020732
4021051	-0.31245	ESN	AFR	ADCY9	4021051
4021411	-0.242554	ESN	AFR	ADCY9	4021411
4021734	-0.370584	ESN	AFR	ADCY9	4021734
4021803	-0.0642098	ESN	AFR	ADCY9	4021803
4022167	-1.05406	ESN	AFR	ADCY9	4022167
4022638	-0.45045	ESN	AFR	ADCY9	4022638
4022694	-0.39153	ESN	AFR	ADCY9	4022694
4022703	0.632675	ESN	AFR	ADCY9	4022703
4023022	0.0807919	ESN	AFR	ADCY9	4023022
4023553	0.687716	ESN	AFR	ADCY9	4023553
4025385	0.784863	ESN	AFR	ADCY9	4025385
4026238	-0.967532	ESN	AFR	ADCY9	4026238
4026720	0.941856	ESN	AFR	ADCY9	4026720
4027147	0.0670515	ESN	AFR	ADCY9	4027147
4027399	0.168725	ESN	AFR	ADCY9	4027399
4027423	-0.443777	ESN	AFR	ADCY9	4027423
4027434	-0.836994	ESN	AFR	ADCY9	4027434
4027596	-0.8938	ESN	AFR	ADCY9	4027596
4027605	0.117767	ESN	AFR	ADCY9	4027605
4027688	-0.416773	ESN	AFR	ADCY9	4027688
4027749	1.10464	ESN	AFR	ADCY9	4027749
4027876	-0.111947	ESN	AFR	ADCY9	4027876
4028015	0.0783422	ESN	AFR	ADCY9	4028015
4028060	1.13224	ESN	AFR	ADCY9	4028060
4028076	-0.149746	ESN	AFR	ADCY9	4028076
4028145	0.227847	ESN	AFR	ADCY9	4028145
4028417	-0.365395	ESN	AFR	ADCY9	4028417
4028866	-0.751046	ESN	AFR	ADCY9	4028866
4028877	-0.165655	ESN	AFR	ADCY9	4028877
4029577	1.17939	ESN	AFR	ADCY9	4029577
4030795	0.710844	ESN	AFR	ADCY9	4030795
4030928	-0.293882	ESN	AFR	ADCY9	4030928
4031140	-0.26043	ESN	AFR	ADCY9	4031140
4031348	-0.340903	ESN	AFR	ADCY9	4031348
4031794	-0.748436	ESN	AFR	ADCY9	4031794
4032021	-1.00217	ESN	AFR	ADCY9	4032021
4032489	-0.861979	ESN	AFR	ADCY9	4032489
4032581	-0.067166	ESN	AFR	ADCY9	4032581
4032716	-0.649241	ESN	AFR	ADCY9	4032716
4032802	1.11877	ESN	AFR	ADCY9	4032802
4033012	1.35454	ESN	AFR	ADCY9	4033012
4033054	0.414039	ESN	AFR	ADCY9	4033054
4033436	0.784486	ESN	AFR	ADCY9	4033436
4033522	-0.129936	ESN	AFR	ADCY9	4033522
4033729	0.626859	ESN	AFR	ADCY9	4033729
4033987	-0.0712436	ESN	AFR	ADCY9	4033987
4034001	0.597706	ESN	AFR	ADCY9	4034001
4034067	1.19972	ESN	AFR	ADCY9	4034067
4034573	0.221856	ESN	AFR	ADCY9	4034573
4034641	0.0567366	ESN	AFR	ADCY9	4034641
4035068	-0.0144191	ESN	AFR	ADCY9	4035068
4035366	0.258515	ESN	AFR	ADCY9	4035366
4035462	0.600208	ESN	AFR	ADCY9	4035462
4035499	0.151288	ESN	AFR	ADCY9	4035499
4035532	-0.0689339	ESN	AFR	ADCY9	4035532
4035583	0.0265034	ESN	AFR	ADCY9	4035583
4035735	1.24109	ESN	AFR	ADCY9	4035735
4035897	0.62476	ESN	AFR	ADCY9	4035897
4036286	0.177128	ESN	AFR	ADCY9	4036286
4036523	-0.0439494	ESN	AFR	ADCY9	4036523
4036608	0.0510925	ESN	AFR	ADCY9	4036608
4037038	0.119876	ESN	AFR	ADCY9	4037038
4037394	-0.0375311	ESN	AFR	ADCY9	4037394
4037471	0.241039	ESN	AFR	ADCY9	4037471
4037906	-0.412257	ESN	AFR	ADCY9	4037906
4037918	0.582698	ESN	AFR	ADCY9	4037918
4038012	0.347911	ESN	AFR	ADCY9	4038012
4038359	0.625474	ESN	AFR	ADCY9	4038359
4038387	0.231074	ESN	AFR	ADCY9	4038387
4038480	-0.431159	ESN	AFR	ADCY9	4038480
4038606	0.0944256	ESN	AFR	ADCY9	4038606
4039351	-0.211791	ESN	AFR	ADCY9	4039351
4039379	0.219908	ESN	AFR	ADCY9	4039379
4039383	0.441554	ESN	AFR	ADCY9	4039383
4039567	-0.370781	ESN	AFR	ADCY9	4039567
4039593	0.351035	ESN	AFR	ADCY9	4039593
4039828	-0.332817	ESN	AFR	ADCY9	4039828
4039968	0.145258	ESN	AFR	ADCY9	4039968
4040219	-0.15389	ESN	AFR	ADCY9	4040219
4040360	0.58685	ESN	AFR	ADCY9	4040360
4040770	0.192102	ESN	AFR	ADCY9	4040770
4041175	0.192102	ESN	AFR	ADCY9	4041175
4041560	-0.0328474	ESN	AFR	ADCY9	4041560
4041760	0.0807055	ESN	AFR	ADCY9	4041760
4041995	-0.281896	ESN	AFR	ADCY9	4041995
4042449	0.156174	ESN	AFR	ADCY9	4042449
4042470	1.32682	ESN	AFR	ADCY9	4042470
4042810	1.24488	ESN	AFR	ADCY9	4042810
4042995	0.346706	ESN	AFR	ADCY9	4042995
4043091	0.557095	ESN	AFR	ADCY9	4043091
4043175	1.5826	ESN	AFR	ADCY9	4043175
4043218	1.70496	ESN	AFR	ADCY9	4043218
4043980	1.13165	ESN	AFR	ADCY9	4043980
